id,group,message,historical_reply,reply_id,created_at,intent,escalate,label_reason,annotator,label_source
145794,3495f86e73d8da5cb90e515fd02cdb46432abba4699780130e5a3f6c0cd0440a,"Dear [USER], your telephone customer service (Kaisy) cannot handle a simple call: Missing Gift Card Balance issues. “Did you try to buy something? What is the error message?” It’s a missing gift card, there is not error message. 20 minutes of re-explaining only to be transferred",[USER] Sorry for the back and forth John. Was the issue resolved after you were transferred? ^NV,145793,Fri Nov 24 14:00:32 +0000 2017,payment,1,Missing gift-card balance mishandled by phone support,CB,human
147277,3495f86e73d8da5cb90e515fd02cdb46432abba4699780130e5a3f6c0cd0440a,"Dear [USER], my saga continues. 50 minutes of explaining the same problem. Your supervisor (Vince)  need empowerment to discern and think. However, most of all, he need to stop interrupting and listen.","[USER] Hi John, really sorry to hear this. This is not we want our customers to experience! What were you advised when speaking with a supervisor? ^JC.",147275,Fri Nov 24 14:27:42 +0000 2017,feedback,1,Supervisor call-handling complaint,CB,human
2135636,ed7c32ddb40804ad9400f6f1f200050c6a47975c8262a5aed4c7a53e8a1e8965,Brilliant ad by [USER]  [URL],[USER] Thanks for the shout out. I'm glad you liked it. ^AU,2135635,Thu Oct 19 07:57:16 +0000 2017,feedback,0,Praise for an advertisement,CB,human
555301,9c8d531a462c83cdf93a41d72735e55f6e3c847ddb259c2eac549c92d5b45898,"[USER] Well the first photo is what I ordered and the second one is what my friend received 👀

On-top of that another parcel which was expected to arrive today is now expected to arrive between today and Wednesday. [URL]","[USER] Oh no! I'm so sorry about that! We are unable to view order details via Twitter, but we'd like to help! When you get a moment, please reach out to us via phone or chat: [URL] Thanks! ^SW",555300,Sat Dec 02 20:47:28 +0000 2017,product,1,Friend received a different item than ordered,CB,human
888325,845d9469c60671fc2b42d0b572ce0cea948b24fa7ab567cfe7e69a4afbb11ea8,"[USER] [USER] ..i ordered books from amazonindia on 23rd Nov. As a prime customer ,was promised to delivered on 24th nov but not delivered. Escalated the issue and again promised to delivered at 25th nov but yet i havent received the order...",[USER] I'm sorry about the delay in delivering your order. Kindly share your details here: [URL] and we'll assist you accordingly. ^GD,888323,Sat Nov 25 14:57:57 +0000 2017,delivery,1,Prime delivery repeatedly missed,CB,human
481490,20aff707fe96006d5ee8b5fc49d9c1ab3a5ede62a3fcd0884bf5011daa79113b,"[USER] my urgent parcel which I paid £14 extra for delivery by 1oclock was not delivered, parents have been waiting in - please help [USER] uncontactable and clearly unreliable!","[USER] I am sorry to hear this, Anni. What is the current status on your tracking?^SM",481489,Fri Dec 01 14:01:18 +0000 2017,delivery,1,Paid extra for timed delivery that failed,CB,human
2909195,aa27b3b844fde14818284b9948abdb5056150ae7dfab35e85ce8c9c809a4b063,"[USER] Hello, I can't login into my Amazon account, I have tried to change password many times telling me its wrong. Cleared cache/cookies. Can't click on any help links because it needs to login. Need help urgently. I have my order number.","[USER] I'm sorry for the trouble you're having with your account. Which marketplace do you use: .com, .co.uk, .ca, etc.? ^AN",2909193,Tue Nov 28 20:53:38 +0000 2017,account,1,Cannot log in or reset password,CB,human
1429475,c60962b2e64438b178645c776eed46c949f1e10b4f50a9330ac9b13d2bf4f97c,Qué bien pagar [USER] prime con envío en 24h para que [USER] no te traiga el paquete que necesitas,"[USER] Hola Miren, lamentamos lo sucedido. ¿Has intentado contactar al transportista para verificar el estatus de tu pedido? ^HC",1429473,Mon Oct 16 18:18:56 +0000 2017,delivery,1,Spanish Prime 24h delivery miss,CB,human
1270971,b2f92ad2df7d1ad74b3e79970c012b755c978109991ec5f216ce1315a56de288,[USER] [USER]  Warum wird meine Vorbestellung #MarioOdyssey als Großbrief versendet ... Ich hoffe es kommt morgen pünktlich an!,"[USER] Da sind wir guter Dinge :) Sollte es widererwartend zu Problemen kommen, dann melde dich bitte nochmal bei uns. ^MS",1270968,Thu Oct 26 14:32:43 +0000 2017,delivery,1,German pre-order shipped as a letter,CB,human
2835669,d4b29f5f1e7d8e226d1bf71c268f170cb11e63f4800d50045255939ba5a87f0d,"Well [USER] Flex missed another delivery schedule. That's 5 delayed or lost pkgs out of 14. While USPS & UPS are 0 loss/delayed out of nearly 100 pkgs delivered. Postman even found 1 pkg in bushes that Flex ""delivered"". 
Seems Flex QoS varys radically. Bad sig-to-noise ratio. [URL]",[USER] So sorry to hear this! I'd like a member of my team to take a closer look so please fill out the information requested here: [URL] as soon as you can. ^BG,2835667,Mon Nov 27 14:52:00 +0000 2017,delivery,1,Repeated Flex missed or lost packages,CB,human
2859960,569358fd0c389ad6a9258fcf35562d6d2b5eb993e606ea42236dff3ad8d5574a,Les bonnes pratiques de [USER] pendant le #BlackFriday (va expliquer ça a ton gosse le soir de Noël) [URL],"[USER] Bonsoir, je suis sincèrement désolée pour cela, avez-vous effectué cette commande, soit depuis un nouvel ordinateur ou avec des coordonnées différentes que d'habitude je vous prie ?
^KE",2859958,Mon Nov 27 22:09:40 +0000 2017,feedback,1,French Black Friday complaint; missing image,CB,human
1302310,544dec2da2f189bf9d012d6a12f39ce5250c8e0ebfad49d65d5fb442b9c7549b,PSA: ONE OF THE PENS HAS DRIED UP. [USER] MY DAY JUST WENT FROM BEST TO WORST EVER. [URL],[USER] I'm sorry one of your pens was dried up. We'd like to help if we can! Did your graduate school order these pens? ^AJ,1302308,Fri Oct 27 00:10:47 +0000 2017,product,1,Pen arrived dried up,CB,human
1586235,37488c5797c9723fde2b6c4bb2505a6be35cbb1905f2170d5c3a361573907d4f,"Coucou [USER], un espoir pour des places Disney pour le Black Friday comme l'année dernière ? Bon Week-end !",[USER] Très bon week-end🤞😀^FT,1586232,Sat Nov 04 17:35:43 +0000 2017,other,1,French promotional question about Disney tickets,CB,human
609478,5ce455c1c858a43ed28231aa5a56892096d2c81440f60aed0f20aeea846543cb,[USER] I used amazon pay to place an order for the first time but I didn't get 15% cashback. Please solve my problem,[USER] I understand your concern regarding Amazon pay balance cashback. We'd like to help. Kindly report it to our support team here: [URL] and we'll check with it. ^KH,609477,Wed Nov 22 12:28:11 +0000 2017,payment,1,Amazon Pay cashback not applied,CB,human
1760407,3c39d28eab118b02773ddb95bedf34224b0391221f7fff0e6e7a2965d44122c9,/. Hey [USER]! I need help and it is very urgent.,[USER] We'd be happy to help! Without disclosing your personal information. Will you tell us more about what's going on? ^SK,1760406,Tue Nov 07 23:07:13 +0000 2017,other,1,Urgent help with no stated issue,CB,human
2338635,7e9afa7cc1ce565d9de2ff032e35956d61e14d1996245d8072306530ccd12404,[USER] thank you for the next day delivery [URL],[USER] Glad to know you've received your package as promised. Happy reading! :) ^SA,2338634,Fri Oct 20 06:33:05 +0000 2017,feedback,0,Thanks for next-day delivery,CB,human
1850687,600d49c47a6ac69709ec17b94a96e08bc45d1bd7ba8241acac87a80ff8d221ea,Contd... [USER] [USER] contacted cc and they asked for photos. Sent. Same thing happened next dy. [URL],"[USER] I’m sorry about the hassle with your order,Anish. Please drop in your details here: [URL] We will sort this.^SF",1850686,Wed Oct 18 07:10:12 +0000 2017,other,1,Follow-up fragment without full context,CB,human
1856366,600d49c47a6ac69709ec17b94a96e08bc45d1bd7ba8241acac87a80ff8d221ea,[USER] [USER] ordered an adata 2TB external hard drive on 7 Oct. Received on 8th. Opened the pack and voila. Wrong product.... (cont'd.),"[USER] I'm sorry about the order delivered, could you confirm sharing your details in the secured link shared above? ^MJ",1856364,Wed Oct 18 07:04:29 +0000 2017,product,1,Wrong product delivered,CB,human
1341589,d9d3a80495e97a1f1ee00496eaba8aa8038c830ddcac83056a6ea84b7763167a,[USER] completely screwed my #superMarioOdyssey pre-order. I am beyond pissed and they dont have any support agents fluent in english.,"[USER] We'd be happy to help. Without posting personal or account sensitive information, can you tell us more about what's going on?  ^AF",1341587,Fri Oct 27 15:21:19 +0000 2017,delivery,1,Pre-order mishandled; language-support complaint,CB,human
2877804,166fe20a07810415eb0adb6cb73fde09961d32c7ada9b7dcd29bb247af80f185,[USER] - I just got screwed over 3 orders (4 unique items) and customer service has been less than helpful in mitigating my issues.,"[USER] Hello, Yogesh. I'm sorry you're having issues with some of your recent orders. Without providing any personal details, can you give us a bit more info?  ^FJ",2877802,Tue Nov 28 07:00:26 +0000 2017,other,1,Multiple unspecified order failures,CB,human
2888138,a9df7b87e23d0867f74dd44a672d42d75f3566172a695e68dacf0bf3dddc01ec,I never cease to be amazed at how imbecilic [USER] can be. Parcel left with neighbours in spite of having an agreed safe delivery option !,[USER] I'm sorry your delivery preferences weren't followed. We'd like to collect more information about your delivery to notify our Transportation team. Please contact us here: [URL] ^RA,2888137,Tue Nov 28 13:34:09 +0000 2017,delivery,1,Left with neighbours despite safe-place option,CB,human
1270177,a496e8410713bb9ea4de0922874a521c2122f9b4167767a31519c7df467fa8dc,"[USER] cuando es el lanzamiento del Xbox One X? En la pagina dice que el 30, pero Xbox México dice que el 7.","[USER] (2/2) Cualquier cambio será notificado directamente en la página de detalles del producto que buscas. ¡Saludos! ^LG [USER] Hola Pablo, de acuerdo a la información de nuestra página web, el lanzamiento es el día 30 de noviembre de 2017 (1/2).","1270178,1270176",Thu Oct 26 14:22:19 +0000 2017,other,1,Spanish Xbox One X launch-date question,CB,human
2126688,a496e8410713bb9ea4de0922874a521c2122f9b4167767a31519c7df467fa8dc,"[USER] Por favor, cambien de servicio de entregas. Estafeta es lo peor. Tienen el paquete en la oficina local, pero no me lo pueden entregar, ni en el mostrador, por una ""auditoria local"". Con DHL no tengo esas broncas.","[USER] Hola Pablo, sentimos lo ocurrido. ¿Has podido entrar en contacto con el transportista para verificar la información? ^DA",2126687,Wed Nov 08 18:43:58 +0000 2017,delivery,1,Spanish carrier/office-hold problem,CB,human
685737,66affbff650e6f9e72b0f563a7f7b1d9ff681537f68ea033e883c3b3f5db79a4,2nd day in a row now that my parcels have been delivered to a neighbor even though I’ve been in. Your delivery guys need to give people more than 5 seconds to answer the door before walking off. Sort it out [USER] !,"[USER] Hi Emily, were both orders delivered by the same carrier? You can check here: [URL] ^MA [USER] I am sorry to hear this, Emily. Have you previously contacted us about this? If so what were you advised?^SM","685738,685736",Thu Nov 23 12:56:21 +0000 2017,delivery,1,Repeated neighbour dumps; short door wait,CB,human
699990,81d443d30927ddb2c16c78f8fe6a2105e0cb4ed41c1dfd006cffb548cea32e3a,[USER] entrega muito muito rápida. Nunca vi algo chegar tão rápido vindo de SP pra PE. Parabéns [URL],"[USER] Ficamos muito felizes em saber que você já recebeu, Alice 💖 Está pronta para começar a leitura? ^LG",699989,Thu Nov 23 16:22:00 +0000 2017,feedback,0,Portuguese praise for fast delivery,CB,human
2922647,cfbe96bfa889918cb345e3f2a1a9e0214f70c3d8291dfd6288410eceefec6eb3,"I already pay a premium for [USER] that is supposed to include music and video, so why do I now have to pay more for the music?",[USER] The Prime membership includes Prime Music. We also have a separate service called Amazon Music Unlimited. Current Prime members may purchase this at a discount. There is more information here: [URL] ^SJ,2922646,Wed Nov 29 01:28:35 +0000 2017,subscription,1,Why extra charge for music on Prime,CB,human
723944,826bd7b4e891356dc069c733267dde2f96b3b2dad0447544cac45795ccfb9883,[USER] no speed change for video player? any plans to bring the feature in?,[USER] We don't have the requested information. Kindly stay tuned for updates. ^AK,723943,Wed Oct 11 03:05:30 +0000 2017,product,1,Video-player speed-control feature request,CB,human
2457822,826bd7b4e891356dc069c733267dde2f96b3b2dad0447544cac45795ccfb9883,[USER] no option to cancel 'yet to dispatch' order? need to place call/write email for that?,[USER] Sorry for the trouble. You may reach out to our support team using the link provided here: [URL] for any assistance. ^AR,2457821,Wed Nov 15 05:08:15 +0000 2017,refund_return,1,Cannot cancel an undispatched order in self-serve,CB,human
1297440,cfb766cb1dad2f888d25089c73b02fd48a69e2508f24bf33cd4a9023a97a9b71,.[USER] [USER] why the hell does this crap keep taking over my safari browser uninvited,[USER] I'm sorry! Can you tell us more about the issue you're experiencing? ^WT,1297437,Thu Oct 26 22:25:55 +0000 2017,product,1,Unwanted browser takeover,CB,human
2903520,049eb278c1407cd392dd10b5a3ce1db6d839a9712ff512ec28e3a0b1378122ec,[USER] C'est quoi cette histoire de demande de fax ???,"[USER] Bonsoir, rencontrez-vous un souci avec votre compte Amazon ? ^ME",2903518,Tue Nov 28 18:38:17 +0000 2017,account,1,French question about a fax request,CB,human
1627288,1520a952e9e8d2bb9f5214bcf12f731ec28020a7f13f4ecc247b2c490044b78b,"[USER] 

[URL]

Detergent bars in place of a Phone. Duped by Amazon India.",[USER] That's unusual. Please report this to our support team here: [URL] so that we can do the needful. ^RI,1627287,Sun Nov 05 14:40:22 +0000 2017,product,1,Detergent delivered instead of a phone,CB,human
1765373,028bab4a949331d42d06c9b76fb3d8de1b17b62178aa96ecd3357b246ecc613c,Pathetic delivery experience by [USER]. Confirmed delivery without the delivery. Thanks for brilliant work. #thankyou,[USER] I'm sorry about that. It must be a wrong scan code. You can find your order from here: [URL] ^GD,1765372,Fri Oct 27 16:19:26 +0000 2017,delivery,1,Marked delivered without delivery,CB,human
1476423,d08820815109f4ee4eac314b2b3b4f0db257b27f6a30edaac85b9c7f444e6933,[USER] Hi guys still no response after the live chat communication broke down regarding a prime payment from u guys when I don't hav it,"[USER] Sorry about that, Laura! Have you been able to give it another try since? Here's the link: [URL] ^BL",1476421,Thu Nov 02 22:34:14 +0000 2017,payment,1,Prime charge when customer says they do not have Prime,CB,human
2265510,5eb1fe0d3ea6bd736102cfb8681cc55054f4af417456b76d4244adceff2edd14,[USER] please come up with a policy for exchange of old kindle to a newer version in India region..am a prime member and really enjoying the shopping experience with #amazon,[USER] I'll be sure to pass on your feedback to our specialist team internally and work on it. Appreciate your interest. Happy Shopping :) ^AK,2265509,Sat Nov 11 05:00:19 +0000 2017,feedback,1,Kindle exchange-policy request for India,CB,human
1340728,1ecbc21367f09ff44739ada73d25ce2a6fc2a80462bf796708e2d713e0fb2c6c,[USER] - Can you tell me why a Prime order for a T-shirt is taking 1 week to get to me? When did 2 days become 8 days? Not happy.,[USER] Some items may need extra processing time before being shipped. Two-Day Shipping refers to the transit time once shipped ^VS,1340726,Fri Oct 27 15:22:52 +0000 2017,delivery,1,Prime two-day became a week,CB,human
245219,8e822cc9645fbf534f5af1ad46f88e46dec670afb77abb570288e586a0499538,[USER] How come the prce of Sandisk microsd crd wth adaptor priced in ur 'Lightning Deal' as 649 bcomes 739 at chkout wth normal delivery,[USER] That's strange. Please reach out to us at: [URL] we'll check it for you. ^AU,245217,Thu Oct 05 14:46:50 +0000 2017,payment,1,Lightning-deal price rose at checkout,CB,human
831809,2731308d75337b1f49978e69efa59b5ce0912a3060baa0c6e493d800ec13621f,[USER] I love my kindle fire but why does it literally take hours and hours for it to charge?? Is this normal? It's frustrating,"[USER] Are you using a PowerFast adapter to charge it? This will allow a full charge in less than 5 hours, depending on the model.  ^BH",831807,Fri Oct 13 04:52:15 +0000 2017,product,1,Kindle Fire charging extremely slowly,CB,human
2931295,5d848e6879ea4e96674096d510b74c4e71144cfed2931404b8c83a254771c59b,"[USER] Seller Celocity Mobile cancelled my order [ORDER_ID] on 24th Nov. Suddenly Om Enterprise tried to sell/deliver me the same item. Strange, isnt it? [USER] [USER] I rejected delivery from Mahesh Hadshi (+9191******7385) [URL]","[USER] That's strange! Has this been reported to our support team yet? You may connect with them from here [URL] they'd do the needful to help. Don't provide your order details, we consider it to be personal information. Our page is visible to public. ^KK",2931293,Wed Nov 29 07:48:39 +0000 2017,refund_return,1,Cancelled order then another seller tried to deliver,CB,human
2465331,0d8290c5c0d732d4b8ed1aca4113ec4c6f6d09e100cd1b88c77e1f38675bce65,"待ってました〜人生初amazon☺
YouTuberごっこしながら開封しました! [URL]",[USER] 初のご利用ありがとうございました！ヾ(=^▽^=)ノ またのご利用をお待ちしております～♪  (っ´∀｀)っ TN,2465330,Wed Nov 15 09:41:19 +0000 2017,feedback,0,Japanese first-order unboxing thanks,CB,human
508173,e7971d29b76e6c37aaf6e157c46455d84ed1f1e25123558cc09cadca94eff49e,Really [USER] ?!?! I’m so mad!!!! [URL],[USER] I'm so sorry you received your couch like this! Have you reached out to us via phone or chat for available options? You can do so here: [URL] ^JP,508171,Fri Dec 01 21:45:11 +0000 2017,other,1,"Anger plus URL; missing image, no stated action",CB,human
1454488,7882af125f616d6d91ba185752ca984bf854f25e564a7623299d1ad2a64ed44f,"[USER] Is there a way to get rid of this, or at least remove certain topics from Ads. This is the last thing I need to see... [URL]",[USER] Hello! Have you tried clearing your cache and cookies from your browser? ^JZ,1454486,Thu Nov 02 14:59:59 +0000 2017,product,1,Wants to remove lockscreen ads/topics,CB,human
2856664,8df1c118e878bd3e1bbb57d0dd26f314c85b4740ab0e783b6cac686a331b6aa5,"[USER] Realicé un pedido de varios productos, sin embargo no me ha llegado correo de confirmación de mi pedido.","[USER] Hola. Nos comentarías, ¿has recibido algún correo informando sobre algún inconveniente con tu pedido (por favor verifica la carpeta de spam)?  ^HC",2856663,Mon Nov 27 21:06:44 +0000 2017,account,1,Spanish missing order-confirmation email,CB,human
2891840,8df1c118e878bd3e1bbb57d0dd26f314c85b4740ab0e783b6cac686a331b6aa5,Me van a llegar los complementos pero no el cuerpo. Vamos [USER] no me falles y ayudame a ver que onda con mi pedido y revisión de documentos para que me cobren mi pedido completo.,"[USER] Hola JM. Espero que estés muy bien. 😀 ¿Tienes un problema de pago con tu pedido?, te sugiero mirar algunos motivos por los cuales puede haber un rechazo de pago: [URL]
^DB",2891838,Tue Nov 28 14:52:03 +0000 2017,payment,1,Spanish payment/document hold on an order,CB,human
2918754,8df1c118e878bd3e1bbb57d0dd26f314c85b4740ab0e783b6cac686a331b6aa5,"Han pasado casi 24 hrs desde que [USER] retuvo uno de mis pedidos, bloqueo mi cuenta y la suspendió para revisión de datos bancarios, entregué la documentación y expliqué el error, pero nada, ni un mensaje de ""Tenemos todo bajo control""",[USER] Hola JM Márquez x. Si ya enviaste las informaciones a nuestro Departamento de Cuentas por favor aguarda una respuesta. Agradecemos tu paciencia y cooperación. ^JJ,2918753,Wed Nov 29 00:21:55 +0000 2017,account,1,Spanish account locked for bank-data review,CB,human
865868,9d772beb5e73e5d724b4a905d9c211a1b8126a28945ae1f813bbd57c8d08e6e5,[USER] #once again my orders all screwed up#deliver date misleading and invalid#losing your touch #demanding credit on all items,[USER] I'm sorry to hear there are problems with your orders! Without providing account info can you tell us what is going on? ^JF,865865,Fri Oct 13 14:54:45 +0000 2017,delivery,1,Misleading dates and demand for credit,CB,human
2609363,bc2e510a7241d55f2fb691fad063b9ba3eb60f1f75b681929c48dcb59580eea9,"J'ai 27€ de ""Achat CB [URL] de débiter hier qui ne correspondent à rien. Je n'ai rien acheté, j'ai pas de compte  Premium. Oh la flemme des trucs comme ça. [USER]","[USER] Bonjour, j'en suis sincèrement désolé. N'ayant pas accès à votre compte, le mieux serait de contacter notre SAV afin de vérifier ce débit pour vous. ^ARC [USER] Bonjour, je vous invite à prendre contact auprès de notre service client: [URL] afin qu'il puisse effectuer les recherches nécessaires.^FT","2609364,2609362",Fri Nov 17 10:05:32 +0000 2017,payment,1,French unrecognized card charge,CB,human
2049068,64c09af34b8541a68e7ed8a0843df2cc0100256d6e2ff97d212b63252ac4b596,[USER] Hello ! I ordered a book on buddhism and you have sent me one on communalism and now your site is not accepting a return. Can you help ?,"[USER] Hey, sorry to hear. When did you purchase the book? Was the book purchased via a seller or from Amazon directly? ^TP",2049066,Wed Nov 08 08:43:12 +0000 2017,refund_return,1,Wrong book and return not accepted,CB,human
133785,099949eb2b03e9a2983c5aac259e25b00cb15f3b4a2a01151c288fa041d3716e,[USER] Il y a moyen vous echangez Watch Dogs 2 par BF1 sur le pack ps4 pro edition black friday ?,[USER] Il n'est pas possible. ^SM,133783,Fri Nov 24 08:19:31 +0000 2017,refund_return,1,French request to swap a game in a bundle,CB,human
155064,099949eb2b03e9a2983c5aac259e25b00cb15f3b4a2a01151c288fa041d3716e,[USER] Il y a moyen d'accelerer la reception d'un colis ?,"[USER] Bonjour,
En principe cela n'est pas possible. Avez-vous un souci avec la livraison de votre colis?
^MD",155063,Fri Nov 24 16:42:57 +0000 2017,delivery,1,French request to speed up a parcel,CB,human
2358825,099949eb2b03e9a2983c5aac259e25b00cb15f3b4a2a01151c288fa041d3716e,"[USER] Bonjour, est-ce que vous avez les prix de la PS4 pro pour le black Friday ? pour savoir le budget que je dois bloqué","[USER] Bonsoir,
Cela aurait été un plaisir de vous informer, mais pour le moment nous n'avons pas cette information.
^MD",2358824,Mon Nov 13 20:22:25 +0000 2017,other,1,French Black Friday PS4 price question,CB,human
782748,a640728491bacb329d97e141d520f90e2f6bc38b4ccacca268c5cda5ccfccee8,"[USER] My groceries were supposed to be delivered like an hour ago and i haven't heard a single thing, what should I do","[USER] I'm so sorry for the wait! We'd like to assist directly, please reach us via phone or chat: [URL] ^BE",782743,Mon Oct 30 01:38:00 +0000 2017,delivery,1,Grocery delivery overdue with no update,CB,human
1063050,4b7f411416baec9f00a17bed6eb185e814a4dc4b8bfd348ea5ecfafa8058f944,"My kindle is not charging and screen frozen, any ideas? [USER] #faultykindle #kindle","[USER] Hey. Check out here - [URL] for troubleshooting tips. Should this not fix the issue, please keep us psoted. ^TP",1063049,Mon Oct 23 13:41:27 +0000 2017,product,1,Kindle not charging and screen frozen,CB,human
2290080,8ce224785e651d52a889781001b6b7efc55430059e50f7c7ec9de5c24b75b550,"[USER] after 4 and a haf years of ""glitches"" on #AmazonIndia platform, I give up. No meaning to be a loyal customer when there is no assistance or problem solving their side #EpicFailIndia [USER] #India [URL]","[USER] That's definitely not what we'd like to hear from our customer. Please do let us know what went wrong, we'd like to assist you with it. ^EM",2290079,Sun Nov 12 06:05:25 +0000 2017,feedback,1,Long-running unresolved platform issues,CB,human
440289,7f692ea38d93f23104515b2481fb0e9cde5f13612226bf6bff6d835f71ad31f9,[USER] A friend of mine has been locked out of his account since Sunday. Called 5 times and apparently no one can help. Where support?,"[USER] Sorry to hear this! When they contacted us, what options and info were they given? Keep us updated, we're here to help! ^TH",440287,Wed Oct 25 17:44:14 +0000 2017,account,1,Friend locked out despite multiple calls,CB,human
2706762,e76771c1e067f643761b23e0c1cda92fea4f4f08c14afda67fd1e0524b511a5a,Stinks to pay for [USER] prime when the last 3 orders have had shipping delays with items eligible for prime. 😐,"[USER] Brandon, I'm sorry to hear your shipping experience has been less than awesome. Without providing personal account details, have you contacted phone support regarding your deliveries? Is there an order that is still delayed at this time? ^SY",2706760,Sun Nov 19 23:30:14 +0000 2017,delivery,1,Repeated Prime shipping delays,CB,human
2478826,b10c3a7bcc375b2c332b07c124c08f4a9da8f204451b7b0bcc8980b7d50b5a48,[USER] I sent x 2 items back to you on 7th November. You have refund one item. The other for £154.99 has not been refund. I’ve been told to wait 7 working days. I’ve waited and still no money in my account. Where is my REFUND AMAZON??? Your custemure service #sucks #terible,[USER] Thanks for reaching out to us! Have we received your return? You can learn more about refund time frames here: [URL] I hope this helps! Let us know if you need further assistance. ^SW,2478824,Wed Nov 15 14:59:56 +0000 2017,refund_return,1,One of two returns not refunded,CB,human
2521800,b10c3a7bcc375b2c332b07c124c08f4a9da8f204451b7b0bcc8980b7d50b5a48,"[USER] [USER] [USER] Order number: [ORDER_ID] 
WHERE IS MY REFUND???? 
I have been calling u and emailing you for weeks. Why have you not refunded me!? Explain.... #amazonshit","[USER] Hello, thanks for reaching out! I have responded to your DM.

For security reasons, we recommend removing your Tweet with your order number on it.  ^AR",2521799,Tue Nov 21 21:12:05 +0000 2017,refund_return,1,Weeks without a refund,CB,human
2793129,b10c3a7bcc375b2c332b07c124c08f4a9da8f204451b7b0bcc8980b7d50b5a48,"[USER] [USER] [USER] Order number: [ORDER_ID] 
WHERE IS MY REFUND???? 
I have been calling u and emailing you for weeks. Your custmoure Care line don’t know what’s going on! Please sort this out ASAP.... #angery #TuesdayThoughts #Amazon #money #refund #nothappy","[USER] I'm so sorry for the poor experience! When you last spoke with us, what information or options were provided?  ^AG",2793127,Tue Nov 21 21:03:59 +0000 2017,refund_return,1,Weeks without a refund,CB,human
2899662,b10c3a7bcc375b2c332b07c124c08f4a9da8f204451b7b0bcc8980b7d50b5a48,[USER] please can you tell me why it is taken you over 1 month to refund me my money back after sending a parcel back to you?? #angery #refund #Amazon #AmazonUK #AmazonPrime #amazon #poorservice #,"[USER] Oh no! Please check out this Help page fore more information on late refunds, as well as refund processing times: [URL] ^BE",2899661,Tue Nov 28 17:44:33 +0000 2017,refund_return,1,Month-long refund after a return,CB,human
804073,e0757a0cd3dda471c6e72d6f05699f4b2b275d0bffca663374d03c513ec2cead,"[USER] Hi, ordered a product to be delivered today.. however I have received an empty box.. please help!",[USER] Oh no! I'm sorry! Please reach out to us via phone/chat here: [URL] for real-time assistance with this! ^TK,804072,Thu Oct 12 16:59:06 +0000 2017,delivery,1,Empty box delivered,CB,human
2347828,11c129f3bea1a40145445d746f9b74b766cdce5ef60645d2c3aafeb24570cd50,"[USER] [USER]  Hi! I'd ordered Bru Instant 100 Gm Jar (Qty - 3). Got the coffee, but not the jars! Do you have an email ID to which I can send details?",[USER] Our support team would be happy to help you out! Please contact us from here: [URL] ^MP,2347827,Mon Nov 13 16:06:12 +0000 2017,product,1,Coffee delivered without the jars,CB,human
1349316,00bf2479ace7aa9ed4e8355ebcdea4c8195557bf4777bb87140824301140a4d9,"[USER] Amazon transportation service is the worst one and most untrustable service in all online services in NCR. Dont ever give office address for delivery, they dont know the meaning of Office timings to deliver before 6 PM
Customer representative also making fool of people.","[USER] I'm sorry about that, I understand your concern, I've noted your comments and have forwarded your feedback internally.(1/2) ^VR",1349315,Mon Oct 16 13:29:55 +0000 2017,delivery,1,Office-hours delivery and agent complaint,CB,human
2663276,cc0e86817b7c9e0acb231cf6324db364fe18d5d409c582062edf0106de77e727,La #censura di #Amazon [URL],[USER] Hai verificato che la recensione rispettasse le linee guida indicate nel link che appare nella foto? A presto! ^FA,2663275,Sun Nov 19 08:02:02 +0000 2017,other,1,Italian review-censorship question,CB,human
1990156,84516be14a3f9ebf0c5b7b4e99aaab54634b36ef1bf11ff76c7e7c69d9351894,Dear [USER] - it's not really 2-day shipping if it doesn't ship for a week. You used to realize this - what happened?,[USER] I'm sorry for the aggravation! Is the item that you are ordering currently in stock? ^DD,1990154,Wed Oct 18 19:05:22 +0000 2017,delivery,1,Two-day shipping did not ship for a week,CB,human
1496654,4a6a3c458a88fe8fb443f29d036080ad3d987c0f2debfeb4cc086285deed3d3a,"[USER] loved echo dot, ordered products, played songs, booked Ola just with voice!",[USER] That's exactly what we are obsessed with; Customer satisfaction! Hope Echo continues to assist you in the same way :) ^GD,1496653,Fri Nov 03 11:59:58 +0000 2017,feedback,0,Praise for Echo Dot,CB,human
1015567,dfffb8f3d8bab2d69cf32d9eeae51be207b5331a1af4d8cebd9904da6a494501,"[USER] Hi I'm wondering about this article [URL] … I pre-ordered this, were you really selling this or it's fake?",[USER] 1/2 I'm sorry for the concern. The product page has been updated here: [URL] [USER] 2/2 Feel free to cancel the original order and place a new one using the updated page. We don't charge until it ships. ^BH,"1015571,1015565",Sat Oct 14 15:15:53 +0000 2017,product,1,Pre-order listing may be fake,CB,human
850174,7666056a442301f742edbc732311f91384cb311420b595b0086f3ba89562cc13,[USER] is the worst place EVER to buy things every time i order something out of that fucking place something happens,[USER] I'm sorry we've failed you. Can you let us know more about what's going on? ^EM,850173,Fri Oct 13 12:41:19 +0000 2017,feedback,1,General complaint that every order fails,CB,human
1535370,7666056a442301f742edbc732311f91384cb311420b595b0086f3ba89562cc13,Well every time i order something it dosent get here on time [URL],"[USER] I'm sorry! So we can better assist, please contact us here: [URL] ^WT",1535369,Tue Oct 17 02:23:22 +0000 2017,delivery,1,Orders never arrive on time,CB,human
